"id_legislatura","id_diputado","nombre","fecha","url"
10,192,"Jané i Guasch,Jordi","20111212","http://www.congreso.es/docbienes/leg10/000252/000252_000_e_0001000_20111212.pdf"
10,192,"Jané i Guasch,Jordi","20140121","http://www.congreso.es/docbienes/leg10/000252/000252_001_e_0113889_20140121.pdf"
10,302,"Jáuregui Atondo,Ramón","20120220","http://www.congreso.es/docbienes/leg10/000186/000186_000_e_0005644_20120220.pdf"
10,353,"Jiménez Díaz,María Piedra Escrita","20120117","http://www.congreso.es/docbienes/leg10/000318/000318_000_e_0002344_20120117.pdf"
10,353,"Jiménez Díaz,María Piedra Escrita","20131023","http://www.congreso.es/docbienes/leg10/000318/000318_001_e_0084180_20131023.pdf"
10,106,"Jiménez García-Herrera,Trinidad","20111130","http://www.congreso.es/docbienes/leg10/000041/000041_000_e_0000253_20111130.pdf"
10,106,"Jiménez García-Herrera,Trinidad","20120209","http://www.congreso.es/docbienes/leg10/000041/000041_001_e_0004792_20120209.pdf"
10,363,"Jiménez Mínguez,Encarnación","20120327","http://www.congreso.es/docbienes/leg10/000355/000355_000_e_0010086_20120327.pdf"
10,294,"Jordà i Roura,Teresa","20111213","http://www.congreso.es/docbienes/leg10/000261/000261_000_e_0001034_20111213.pdf"
10,316,"Juste Picón,María Belén","20111207","http://www.congreso.es/docbienes/leg10/000194/000194_000_e_0000865_20111207.pdf"
10,58,"Lagares Flores,Juan Carlos","20120118","http://www.congreso.es/docbienes/leg10/000321/000321_000_e_0002420_20120118.pdf"
10,139,"Lago Martínez,María Paz","20111130","http://www.congreso.es/docbienes/leg10/000075/000075_000_e_0000369_20111130.pdf"
10,166,"Landaluce Calleja,José Ignacio","20111201","http://www.congreso.es/docbienes/leg10/000097/000097_000_e_0000457_20111201.pdf"
10,166,"Landaluce Calleja,José Ignacio","20130424","http://www.congreso.es/docbienes/leg10/000097/000097_001_e_0057474_20130424.pdf"
10,64,"Lanzuela Marina,Santiago","20111129","http://www.congreso.es/docbienes/leg10/000019/000019_000_e_0000145_20111129.pdf"
10,80,"Lara Carbó,María Teresa de","20111129","http://www.congreso.es/docbienes/leg10/000033/000033_000_e_0000206_20111129.pdf"
10,72,"Lara Moya,Cayo","20111230","http://www.congreso.es/docbienes/leg10/000299/000299_000_e_0001745_20111230.pdf"
10,336,"Larreina Valderrama,Rafael","20111212","http://www.congreso.es/docbienes/leg10/000222/000222_000_e_0000950_20111212.pdf"
10,103,"Lavilla Martínez,Félix","20111130","http://www.congreso.es/docbienes/leg10/000040/000040_000_e_0000246_20111130.pdf"
10,103,"Lavilla Martínez,Félix","20111202","http://www.congreso.es/docbienes/leg10/000144/000144_000_e_0000650_20111202.pdf"
10,228,"Llamazares Trigo,Gaspar","20111202","http://www.congreso.es/docbienes/leg10/000154/000154_000_e_0000688_20111202.pdf"
